ACARA School ID,AGE ID,School Name,Suburb,State,Postcode,Region,Cluster,Cluster Hub,Distance from Cluster 'hub',Driving Time from Cluster 'hub' (Min),Distance from CBD,Driving Time from CBD (Min),Latitude,Longitude,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Year Range,Geolocation,TFA Eligible school,ICSEA,Bottom SEA Quarter,Lower Middle SEA Quarter,Upper Middle SEA Quarter,Top SEA Quarter,Teaching Staff,FTE Teaching Staff,Non-Teaching Staff,FTE Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Enrolment change from 2016,Indigenous Enrolments,Language Background Other Than English,NAPLAN numeracy comparison to national average Yr 9,NAPLAN reading comparison to national average Yr 9,% Students at University,% Students at TAFE,% Students in Employment,C2010 placements,C2010,C2011 placements,C2011,C2012 placements,C2012,C2013 placements,C2013,C2014 placements,C2014,C2015 placements,C2015,C2016 placements,C2016,C2017 placements,C2017,C2018 placements,C2018,Total placements,Current TFA partner school,TFA placement school,2018 PAN member,TLA,TTL school,Alumni at school,Duplicates
494,28200,obfuscated_494,obfuscated_494,VIC,3168,,,,,,,,-38.179439,144.34199,Government,Secondary,School Single Entity,Individual Reporting,http://www.jmss.vic.edu.au/,10-Dec,Major Cities,"Possibly - ICSEA unknown, other requirements met",,,,,,57,46.4,33,26.1,650,274,376,646,1%,0,68,,,94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
495,28230,obfuscated_495,obfuscated_495,WA,6230,,,,,,,,-38.179369,146.253555,Government,Secondary,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4179,11-Dec,Inner Regional,"Possibly - ICSEA unknown, other requirements met",,,,,,40,32.3,21,16,502,325,177,501.2,4%,2,2,,,36,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,
496,28231,obfuscated_496,obfuscated_496,WA,6233,,,,,,,,-38.179,146.29376,Government,Primary,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5810,K-6,Inner Regional,,973,39,34,21,6,54,41.4,37,29.4,817,383,434,779,2%,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,28248,obfuscated_497,obfuscated_497,NSW,2155,,,,,,,,-38.178775,144.32804,Catholic,Primary,School Single Entity,Individual Reporting,http://www.olarousehill.catholic.edu.au,K-6,Major Cities,,1093,5,21,35,39,30,26.4,6,4,505,265,240,505,7%,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,28555,obfuscated_498,obfuscated_498,NSW,2070,,,,,,,,-38.178632,145.16302,Independent,Primary,School Single Entity,Individual Reporting,http://www.lindfieldmontessori.nsw.edu.au,K,Major Cities,,,,,,,2,2,1,1,4,1,3,4,300%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,28580,obfuscated_499,obfuscated_499,WA,6059,,,,,,,,-38.178231,145.926224,Independent,Primary,School Single Entity,Individual Reporting,http://www.banksia.wa.edu.au,PP,Major Cities,,,,,,,2,1.2,5,3,8,5,3,8,60%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,28612,obfuscated_500,obfuscated_500,VIC,3820,,,,,,,,-38.177501,144.395171,Independent,Special,School Head Campus,Rolled Reporting,http://www.ecg.asn.au/,11-Dec,Inner Regional,,,,,,,19,11.6,20,5.3,117,57,60,117,2%,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,28613,obfuscated_501,obfuscated_501,NT,872,,,,,,,,-38.176742,145.565586,Government,Combined,School Single Entity,Individual Reporting,,P-12,Very Remote,,599,96,3,1,0,13,13,17,17,178,87,91,178,-3%,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,28624,obfuscated_502,obfuscated_502,WA,6105,,,,,,,,-38.17667934,146.2859798,Catholic,Primary,School Single Entity,Individual Reporting,http://www.nds.wa.edu.au,PP-6,Major Cities,,1079,8,22,35,36,30,23.6,21,15.5,405,208,197,404.6,4%,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,28671,obfuscated_503,obfuscated_503,QLD,4860,,,,,,,,-38.17555773,144.3305875,Government,Combined,School Head Campus,Rolled Reporting,http://www.innisfailsc.eq.edu.au,Prep-12,Outer Regional,Yes,881,56,28,13,3,85,81.3,57,42.8,856,414,442,853.8,-1%,33,12,Below,Substantially Below,21,21,38,,,,,,,,,,,,,,,,,,,,,,,,,,
504,28842,obfuscated_504,obfuscated_504,TAS,7010,,,,,,,,-38.175556,144.382972,Government,Secondary,School Single Entity,Individual Reporting,http://www.montrosebayhigh.tas.edu.au,7-Oct,Inner Regional,Yes,897,67,23,8,2,52,45.7,28,24.4,573,270,303,572.6,-4%,14,2,Substantially Below,Substantially Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,28852,obfuscated_505,obfuscated_505,TAS,7010,,,,,,,,-38.174709,146.264349,Government,Primary,School Single Entity,Individual Reporting,http://education.tas.edu.au/glenorchyprimary/Pages/Home.aspx,K-6,Inner Regional,,875,71,20,8,1,31,27,37,21.5,375,173,202,357,-1%,14,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,28856,obfuscated_506,obfuscated_506,QLD,4006,,,,,,,,-38.174436,145.120945,Independent,Secondary,School Single Entity,Individual Reporting,http://www.mic.org.au/,11-Dec,Major Cities,,,,,,,7,4.8,6,3.9,80,39,41,80,0%,1,,,,28,14,39,,,,,,,,,,,,,,,,,,,,,,,,,,
507,28858,obfuscated_507,obfuscated_507,QLD,4301,,,,,,,,-38.17432485,144.3871113,Independent,Combined,School Single Entity,Individual Reporting,http://www.staines.qld.edu.au,Prep-12,Major Cities,Yes,992,32,31,28,10,34,31.5,31,20.7,471,231,240,471,7%,5,17,Substantially Below,Substantially Below,29,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,
508,28875,obfuscated_508,obfuscated_508,NSW,2089,,,,,,,,-38.174006,144.329816,Independent,Primary,School Head Campus,Rolled Reporting,http://cameragal.nsw.edu.au/,K-3,Major Cities,,,,,,,7,4.9,12,7.4,35,17,18,35,9%,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,28880,obfuscated_509,obfuscated_509,NSW,2099,,,,,,,,-38.173964,145.146081,Independent,Primary,School Single Entity,Individual Reporting,http://www.karuna.com.au,K,Major Cities,,,,,,,3,2.5,1,1,7,5,2,7,17%,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,28885,obfuscated_510,obfuscated_510,WA,6055,,,,,,,,-38.173549,144.266732,Independent,Special,School Single Entity,Individual Reporting,http://www.caversham-training-education-centre.aussienic.net/,,Major Cities,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,28887,obfuscated_511,obfuscated_511,NSW,2640,,,,,,,,-38.17324124,145.0932297,Independent,Special,School Single Entity,Individual Reporting,https://www.awcc.edu.au/,9-Oct,Inner Regional,,,,,,,5,4,8,4.2,42,21,21,42,-40%,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,28892,obfuscated_512,obfuscated_512,VIC,3630,,,,,,,,-38.172156,144.317085,Independent,Secondary,School Single Entity,Individual Reporting,http://www.sheppartonace.com.au/,11-Dec,Inner Regional,,,,,,,7,3.6,6,3.2,62,29,33,62,41%,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,28912,obfuscated_513,obfuscated_513,NT,822,,,,,,,,-38.172048,145.145871,Independent,Combined,School Single Entity,Individual Reporting,http://www.arnhemweavers.com.au,T-10,Very Remote,,100,100,0,0,0,4,2.2,4,4,55,24,31,55,4%,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,28974,obfuscated_514,obfuscated_514,NSW,2093,,,,,,,,-38.17193185,144.7150193,Independent,Primary,School Head Campus,Rolled Reporting,http://farmhousemontessori.org.au/,K-3,Major Cities,,,,,,,6,4,6,2.4,34,17,17,34,-37%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,28798,obfuscated_515,obfuscated_515,VIC,3021,North West Metro,North West Metro,Melton,23,22,20,37,-38.171306,144.395063,Government,Secondary,School Head Campus,Rolled Reporting,http://www.vusc.vic.edu.au,7-Dec,Major Cities,Yes,949,51,30,15,3,87,75.4,42,32.2,907,381,526,907,0%,1,68,Substantially Below,Below,56,24,9,4,C2010,,,,,,,,,,,,,,,,,4,,Yes,,,,Yes,
516,28992,obfuscated_516,obfuscated_516,WA,6530,,,,,,,,-38.17102,144.573556,Catholic,Special,School Single Entity,Individual Reporting,http://youthplus.edu.au/geraldton-flc,7-Dec,Outer Regional,,,,,,,9,8.1,14,8.8,69,26,43,69,-21%,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,77271,obfuscated_517,obfuscated_517,NSW,2192,,,,,,,,-38.170672,144.342099,Independent,Combined,School Head Campus,Rolled Reporting,,K-12,Major Cities,,1084,6,23,35,36,55,51.8,29,16.8,614,292,322,614,3%,0,15,Close to,Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,15901,obfuscated_518,obfuscated_518,VIC,3019,North West Metro,North West Metro,Melton,29,30,13,30,-38.170652,144.424333,Catholic,Secondary,School Head Campus,Rolled Reporting,http://www.cccc.vic.edu.au/,7-Dec,Major Cities,Yes,985,38,30,24,8,111,104.6,56,46.4,1451,656,795,1451,-1%,0,58,Close to,Close to,68,23,3,,,3,C2011,,,,,,,,,,,,,,,3,,Yes,,,,,
519,77435,obfuscated_519,obfuscated_519,NSW,2025,,,,,,,,-38.170566,145.826818,Independent,Combined,School Head Campus,Rolled Reporting,,K-12,Major Cities,,1185,1,4,16,80,127,92.3,49,20.1,1112,496,616,1112,10%,0,69,Substantially Above,Substantially Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,77465,obfuscated_520,obfuscated_520,NSW,2460,,,,,,,,-38.169564,147.088411,Independent,Combined,School Head Campus,Rolled Reporting,,K-12,Inner Regional,,1032,18,28,32,22,36,26.4,23,11.1,302,143,159,302,-2%,5,6,Close to,Substantially Above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,77497,obfuscated_521,obfuscated_521,SA,5116,,,,,,,,-38.169163,144.571747,Independent,Secondary,School Single Entity,Individual Reporting,http://www.trinity.sa.edu.au,11-Dec,Major Cities,,,,,,,54,45.9,13,9.2,619,303,316,618.1,-1%,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,77543,obfuscated_522,obfuscated_522,NT,835,,,,,,,,-38.16808,145.155704,Independent,Combined,School Head Campus,Rolled Reporting,,T-12,Outer Regional,,1036,11,31,37,21,114,98.2,90,48.2,1295,647,648,1295,Unspecified,7,5,Below,Close to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,15361,obfuscated_523,obfuscated_523,QLD,4300,,,,,,,,-38.16659292,144.3923309,Independent,Combined,School Head Campus,Rolled Reporting,http://tsac.qld.edu.au/,Prep-12,Major Cities,,1082,7,23,34,37,66,58,70,37.8,888,445,443,888,121%,1,16,Close to,Above,63,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,
524,77554,obfuscated_524,obfuscated_524,TAS,7055,,,,,,,,-38.16616952,144.3162169,Catholic,Combined,School Head Campus,Rolled Reporting,http://www.staloysius.tas.edu.au/,Prep-10,Inner Regional,,1040,14,27,32,26,61,49.6,44,22.6,833,376,457,833,2%,7,13,Close to,Close to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,77560,obfuscated_525,obfuscated_525,SA,5112,,,,,,,,-38.1661575,144.3791358,Independent,Combined,School Head Campus,Rolled Reporting,http://www.pinnacle.sa.edu.au,R-12,Major Cities,,1006,34,20,26,20,47,41.8,28,14.5,526,273,253,526,221%,0,95,Substantially Above,Close to,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,84801,obfuscated_526,obfuscated_526,ACT,2914,,,,,,,,-38.16587928,145.9741439,Catholic,Primary,School Single Entity,Individual Reporting,http://www.motherteresa.act.edu.au/,K-6,Major Cities,,1100,4,16,35,45,43,35.8,15,7.4,667,332,335,667,9%,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,30316,obfuscated_527,obfuscated_527,NSW,2148,,,,,,,,-38.16519591,145.9254852,Independent,Secondary,School Single Entity,Individual Reporting,http://www.marist180.org.au,7-Oct,Major Cities,,,,,,,4,4,2,1.5,16,4,12,16,-6%,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,28847,obfuscated_528,obfuscated_528,SA,5114,,,,,,,,-38.16519524,144.3945277,Government,Primary,School Single Entity,Individual Reporting,http://www.hartley.sa.edu.au,"U, R-7",Major Cities,,901,64,25,9,2,51,46,27,19.7,614,300,314,614,8%,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,4402,obfuscated_529,obfuscated_529,NSW,2046,,,,,,,,-38.16518,144.553674,Government,Primary,School Single Entity,Individual Reporting,http://www.abbotsford-p.schools.nsw.edu.au,K-6,Major Cities,,1115,5,14,28,53,32,33.6,8,4.3,627,321,306,627,4%,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,5497,obfuscated_530,obfuscated_530,NSW,2038,,,,,,,,-38.16487962,145.9243869,Government,Primary,School Single Entity,Individual Reporting,http://www.annandale-p.schools.nsw.edu.au,P-6,Major Cities,,1121,5,10,24,61,25,27.3,7,6.4,392,187,205,392,5%,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,4930,obfuscated_531,obfuscated_531,NSW,2038,,,,,,,,-38.164624,144.373926,Government,Primary,School Single Entity,Individual Reporting,http://www.annandalen-p.schools.nsw.edu.au,K-6,Major Cities,,1173,1,5,18,76,20,20,3,3.1,397,205,192,397,0%,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,7773,obfuscated_532,obfuscated_532,NSW,2193,,,,,,,,-38.163208,146.362224,Government,Primary,School Single Entity,Individual Reporting,http://www.ashbury-p.schools.nsw.edu.au,K-6,Major Cities,,1107,6,16,27,51,17,20.1,4,2.9,367,180,187,367,-4%,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,7774,obfuscated_533,obfuscated_533,NSW,2131,,,,,,,,-38.162115,145.3014077,Government,Primary,School Single Entity,Individual Reporting,http://www.ashfield-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1093,10,17,28,46,22,26.5,7,6.1,442,220,222,442,19%,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,6390,obfuscated_534,obfuscated_534,NSW,2019,,,,,,,,-38.1619589,145.1467664,Government,Primary,School Single Entity,Individual Reporting,http://www.banksmeado-p.schools.nsw.edu.au,"U, P-6",Major Cities,,1022,22,32,28,18,17,19,8,7.7,273,118,155,273,7%,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,5338,obfuscated_535,obfuscated_535,NSW,2023,,,,,,,,-38.16056162,145.1284347,Government,Primary,School Single Entity,Individual Reporting,http://www.bellevuehi-p.schools.nsw.edu.au,K-6,Major Cities,,1165,1,6,22,70,30,34.6,6,4.1,619,311,308,619,1%,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,8601,obfuscated_536,obfuscated_536,NSW,2209,,,,,,,,-38.160488,145.126972,Government,Primary,School Single Entity,Individual Reporting,http://www.beverlyhi-p.schools.nsw.edu.au,K-6,Major Cities,,1043,17,26,33,23,26,30.8,5,4,545,251,294,545,3%,1,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,5798,obfuscated_537,obfuscated_537,NSW,2041,,,,,,,,-38.160372,145.189632,Government,Primary,School Single Entity,Individual Reporting,http://www.birchgrove-p.schools.nsw.edu.au,P-6,Major Cities,,1139,3,8,25,65,19,21.4,7,5.1,357,199,158,357,0%,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,16167,obfuscated_538,obfuscated_538,NSW,2221,,,,,,,,-38.159291,145.19018,Government,Primary,School Single Entity,Individual Reporting,http://www.blakehurst-p.schools.nsw.edu.au,K-6,Major Cities,,1028,24,22,32,21,18,16.6,4,2.5,269,127,142,269,-7%,2,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,4421,obfuscated_539,obfuscated_539,NSW,2026,,,,,,,,-38.159029,145.915266,Government,Primary,School Single Entity,Individual Reporting,http://www.bondibeach-p.schools.nsw.edu.au,K-6,Major Cities,,1138,3,10,25,63,27,33.9,3,4.1,630,310,320,630,4%,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,6494,obfuscated_540,obfuscated_540,NSW,2019,,,,,,,,-38.158609,145.912024,Government,Primary,School Single Entity,Individual Reporting,http://www.botany-p.schools.nsw.edu.au,K-6,Major Cities,,1056,15,26,31,28,13,16.7,4,2.5,274,137,137,274,3%,2,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,16179,obfuscated_541,obfuscated_541,NSW,2216,,,,,,,,-38.156945,144.358566,Government,Primary,School Single Entity,Individual Reporting,http://www.brightonle-p.schools.nsw.edu.au,K-6,Major Cities,,1052,15,26,33,26,34,42.2,7,4.5,723,341,382,723,-4%,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,6923,obfuscated_542,obfuscated_542,NSW,2024,,,,,,,,-38.15641,144.343009,Government,Primary,School Single Entity,Individual Reporting,http://www.bronte-p.schools.nsw.edu.au,K-6,Major Cities,,1162,1,6,21,72,20,21.5,5,3.1,418,202,216,418,-3%,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,7591,obfuscated_543,obfuscated_543,NSW,2042,,,,,,,,-38.156345,145.928145,Government,Primary,School Single Entity,Individual Reporting,http://www.camdenvill-p.schools.nsw.edu.au,P-6,Major Cities,,1106,8,14,26,52,13,16.4,6,5.1,263,115,148,263,3%,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,8561,obfuscated_544,obfuscated_544,NSW,2193,,,,,,,,-38.155275,145.191109,Government,Primary,School Single Entity,Individual Reporting,http://www.canterbury-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1041,22,21,27,31,25,30.6,8,7.8,330,159,171,330,7%,5,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,8651,obfuscated_545,obfuscated_545,NSW,2229,,,,,,,,-38.155114,144.345381,Government,Primary,School Single Entity,Individual Reporting,http://www.caringbah-p.schools.nsw.edu.au,K-6,Major Cities,,1067,8,29,35,28,13,15.7,4,2.5,268,118,150,268,4%,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,8594,obfuscated_546,obfuscated_546,NSW,2207,,,,,,,,-38.15428579,146.7741493,Government,Primary,School Single Entity,Individual Reporting,http://www.carlton-p.schools.nsw.edu.au,K-6,Major Cities,,1053,16,25,33,27,53,54.7,4,5.2,856,393,463,856,-2%,0,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,8629,obfuscated_547,obfuscated_547,NSW,2218,,,,,,,,-38.153799,144.326861,Government,Primary,School Single Entity,Individual Reporting,http://www.carltonsth-p.schools.nsw.edu.au/,K-6,Major Cities,,1076,9,24,32,35,30,35,4,4.1,610,290,320,610,1%,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,8588,obfuscated_548,obfuscated_548,NSW,2206,,,,,,,,-38.153187,144.362996,Government,Primary,School Single Entity,Individual Reporting,http://www.clemtonpk-p.schools.nsw.edu.au,K-6,Major Cities,,1050,15,27,33,26,33,37.1,7,4.1,591,283,308,591,1%,2,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,5317,obfuscated_549,obfuscated_549,NSW,2024,,,,,,,,-38.153026,144.373726,Government,Primary,School Single Entity,Individual Reporting,http://www.clovelly-p.schools.nsw.edu.au,K-6,Major Cities,,1158,1,7,22,70,31,31.7,4,4.1,596,305,291,596,2%,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,4400,obfuscated_550,obfuscated_550,NSW,2226,,,,,,,,-38.15241839,144.3400898,Government,Primary,School Single Entity,Individual Reporting,http://www.como-p.schools.nsw.edu.au,K-6,Major Cities,,1090,10,17,24,48,4,5.9,2,1.7,99,42,57,99,-2%,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,8632,obfuscated_551,obfuscated_551,NSW,2221,,,,,,,,-38.150915,145.2025,Government,Primary,School Single Entity,Individual Reporting,http://www.connellspt-p.schools.nsw.edu.au,K-6,Major Cities,,1096,6,18,34,42,23,29.4,4,4,544,247,297,544,6%,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,7053,obfuscated_552,obfuscated_552,NSW,2034,,,,,,,,-38.15015614,144.3316314,Government,Primary,School Single Entity,Individual Reporting,http://www.coogeepublicschool.com,K-6,Major Cities,,1143,2,8,25,64,28,33,7,4.1,609,292,317,609,0%,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,8656,obfuscated_553,obfuscated_553,NSW,2230,,,,,,,,-38.14949635,144.3401453,Government,Primary,School Single Entity,Individual Reporting,http://www.cronulla-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1057,12,25,38,26,18,22,5,3.8,382,173,209,382,12%,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,5323,obfuscated_554,obfuscated_554,NSW,2008,,,,,,,,-38.149113,146.477545,Government,Primary,School Single Entity,Individual Reporting,http://www.darlington-p.schools.nsw.edu.au,P-6,Major Cities,,1028,18,14,28,40,17,18.9,5,5.6,234,110,124,234,3%,25,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,6925,obfuscated_555,obfuscated_555,NSW,2028,,,,,,,,-38.148845,144.353444,Government,Primary,School Single Entity,Individual Reporting,http://www.doublebay-p.schools.nsw.edu.au,K-6,Major Cities,,1134,3,9,28,60,17,18,4,2.8,331,161,170,331,-6%,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,7603,obfuscated_556,obfuscated_556,NSW,2047,,,,,,,,-38.14879945,145.1262013,Government,Primary,School Single Entity,Individual Reporting,http://www.drummoyne-p.schools.nsw.edu.au,K-6,Major Cities,,1137,2,11,27,60,34,37.4,3,4.3,685,355,330,685,-2%,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,8589,obfuscated_557,obfuscated_557,NSW,2206,,,,,,,,-38.148107,145.939854,Government,Primary,School Single Entity,Individual Reporting,http://www.earlwood-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1097,6,19,33,42,38,43.9,5,5.3,664,302,362,664,4%,0,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,4420,obfuscated_558,obfuscated_558,NSW,2233,,,,,,,,-38.14810286,145.2448427,Government,Primary,School Single Entity,Individual Reporting,http://www.engadine-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1047,17,29,30,25,21,24.2,10,6.8,356,163,193,356,7%,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,7599,obfuscated_559,obfuscated_559,NSW,2046,,,,,,,,-38.147811,145.930417,Government,Primary,School Single Entity,Individual Reporting,http://www.fivedock-p.schools.nsw.edu.au,"U, P-6",Major Cities,,1082,11,20,29,40,25,28,10,7.3,408,192,216,408,-1%,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,6141,obfuscated_560,obfuscated_560,NSW,2037,,,,,,,,-38.14755735,145.1240309,Government,Primary,School Single Entity,Individual Reporting,http://www.forestlodg-p.schools.nsw.edu.au/,K-6,Major Cities,,1149,4,7,20,70,17,19.9,6,2.8,347,175,172,347,7%,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,17425,obfuscated_561,obfuscated_561,NSW,2000,,,,,,,,-38.147457,145.158282,Government,Primary,School Single Entity,Individual Reporting,http://www.fortstreet-p.schools.nsw.edu.au,K-6,Major Cities,,1118,4,13,32,51,8,11.2,3,2,181,81,100,181,2%,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,5334,obfuscated_562,obfuscated_562,NSW,2021,,,,,,,,-38.147158,145.163005,Government,Primary,School Single Entity,Individual Reporting,http://www.glenmoreroadpublicschool.com,K-6,Major Cities,,1187,1,4,18,77,17,17.8,4,2.8,354,201,153,354,1%,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,8645,obfuscated_563,obfuscated_563,NSW,2227,,,,,,,,-38.14699197,144.3480237,Government,Primary,School Single Entity,Individual Reporting,http://www.gymeabayps.nsw.edu.au/,K-6,Major Cities,,1088,6,22,35,38,46,46.9,6,4.9,816,391,425,816,-6%,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,5499,obfuscated_564,obfuscated_564,NSW,2045,,,,,,,,-38.14669367,145.1458623,Government,Primary,School Single Entity,Individual Reporting,http://www.haberfield-p.schools.nsw.edu.au,K-6,Major Cities,,1148,3,9,24,63,35,36.7,5,4.1,623,311,312,623,-4%,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,4404,obfuscated_565,obfuscated_565,NSW,2233,,,,,,,,-38.14667462,145.1583658,Government,Primary,School Single Entity,Individual Reporting,http://www.heathcote-p.schools.nsw.edu.au,K-6,Major Cities,,1053,14,28,32,25,15,16.7,2,2.8,317,163,154,317,5%,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,4405,obfuscated_566,obfuscated_566,NSW,2220,,,,,,,,-38.145823,145.148098,Government,Primary,School Single Entity,Individual Reporting,http://www.hurstville-p.schools.nsw.edu.au,"U, K-6",Major Cities,,1100,9,16,30,46,65,74.3,11,10.9,1250,590,660,1250,2%,0,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,4406,obfuscated_567,obfuscated_567,NSW,2220,,,,,,,,-38.14581148,144.3371322,Government,Primary,School Single Entity,Individual Reporting,http://www.hurstvills-p.schools.nsw.edu.au,K-6,Major Cities,,1067,14,21,30,34,25,30.1,7,4,506,247,259,506,2%,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,7585,obfuscated_568,obfuscated_568,NSW,2040,,,,,,,,-38.14572553,145.423852,Government,Primary,School Single Entity,Individual Reporting,http://www.kegworth-p.schools.nsw.edu.au,P-6,Major Cities,,1113,6,14,26,54,17,20.2,6,4.1,329,164,165,329,3%,5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,5335,obfuscated_569,obfuscated_569,NSW,2033,,,,,,,,-38.144659,145.850978,Government,Primary,School Single Entity,Individual Reporting,http://www.kensington-p.schools.nsw.edu.au,K-6,Major Cities,,1146,2,10,25,62,25,26.7,5,3.3,444,200,244,444,0%,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,8598,obfuscated_570,obfuscated_570,NSW,2208,,,,,,,,-38.143298,145.170197,Government,Primary,School Single Entity,Individual Reporting,http://www.kingsgrove-p.schools.nsw.edu.au,K-6,Major Cities,,1001,31,31,24,13,31,31.6,5,4.2,494,240,254,494,-1%,3,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,8592,obfuscated_571,obfuscated_571,NSW,2207,,,,,,,,-38.142837,145.877116,Government,Primary,School Single Entity,Individual Reporting,http://www.bexleynth-p.schools.nsw.edu.au,K-6,Major Cities,,1087,7,21,31,40,23,28.7,6,4,528,255,273,528,0%,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
